longitude,latitude,trace_type,distance,cumulative_distance,curvature
-90.13462286115303,38.64975118400824,racing_line,3.400040222443516e-05,0.0008948234836912459,0.07714254739567195
-90.13463715180914,38.649781895032056,racing_line,3.387314328557457e-05,0.0009286966269768205,0.09411327700489514
-90.13465438723095,38.6498113355114,racing_line,3.4114536329337433e-05,0.0009628111633061579,0.10846988813933711
-90.13467474500169,38.649838786317886,racing_line,3.4175804394854325e-05,0.0009969869677010123,0.12628703166680255
-90.13469836276654,38.6498634175473,racing_line,3.4124716543343175e-05,0.0010311116842443555,0.13643901081181165
-90.13472502014146,38.64988453526952,racing_line,3.400843761820566e-05,0.0010651201218625612,0.13997642374076458
-90.13475456988571,38.649901848353146,racing_line,3.424806929053288e-05,0.001099368191153094,0.1387506813292454
-90.13478634742572,38.64991495652387,racing_line,3.437493546729704e-05,0.0011337431266203912,0.13864867740339504
-90.13481963308958,38.649923547469314,racing_line,3.4376441965751564e-05,0.0011681195685861428,0.1267640292621275
-90.13485373786199,38.64992786135896,racing_line,3.4376520258291435e-05,0.0012024960888444341,0.11694041314009329
-90.13488812009719,38.64992816670613,racing_line,3.438359106026077e-05,0.001236879679904695,0.10697308346632539
-90.13492219899315,38.64992481306354,racing_line,3.4243511338632004e-05,0.001271123191243327,0.10555901635774578
-90.13495575396166,38.64991788348325,racing_line,3.426302664379504e-05,0.0013053862178871221,0.11190408692000764
-90.13498847882829,38.64990719999253,racing_line,3.4424611394595095e-05,0.0013398108292817172,0.1308206339482485
-90.13501971340446,38.64989225133229,racing_line,3.4627462968030604e-05,0.0013744382922497478,0.15468027307111631
-90.13504846489771,38.64987253675749,racing_line,3.4861337085097076e-05,0.0014092996293348448,0.17385742279304361
-90.13507261273112,38.64984889003826,racing_line,3.37977098219379e-05,0.0014430973391567827,0.1927822349630941
-90.13509113800137,38.649821991058246,racing_line,3.266099758761593e-05,0.0014757583367443986,0.20530854244715369
-90.1351034643734,38.6497926560103,racing_line,3.181956136614078e-05,0.0015075778981105395,0.20671773033008067
-90.13510948288031,38.649761541973874,racing_line,3.1690782382983646e-05,0.0015392686804935232,0.1991416699459292
