longitude,latitude,trace_type
-10033789.579466542,4671605.488524149,racing_line
-10033789.246994019,4671605.487539278,racing_line
-10033789.0020626,4671605.41762746,racing_line
-10033788.832041051,4671605.2901150305,racing_line
-10033788.90006536,4671604.992781371,racing_line
-10033788.776250515,4671604.8369354075,racing_line
-10033788.664230423,4671604.674235395,racing_line
-10033788.561716657,4671604.505155088,racing_line
-10033788.580250975,4671604.245457295,racing_line
-10033788.450140413,4671604.097466064,racing_line
-10033788.319628876,4671603.950368995,racing_line
-10033788.188829586,4671603.803926945,racing_line
-10033788.057767125,4671603.657969594,racing_line
-10033787.926375005,4671603.512413269,racing_line
-10033787.794508927,4671603.367261162,racing_line
-10033787.661969325,4671603.222589365,racing_line
-10033787.528527558,4671603.078523702,racing_line
-10033787.24841247,4671603.056834356,racing_line
-10033787.095302347,4671602.929696105,racing_line
-10033786.947728716,4671602.797690498,racing_line
-10033786.807336716,4671602.66016423,racing_line
-10033786.673941787,4671602.516116031,racing_line
-10033786.547104744,4671602.366119837,racing_line
-10033786.554563217,4671602.096433302,racing_line
-10033786.409490913,4671601.9599156035,racing_line
-10033786.26360274,4671601.8238697015,racing_line
-10033786.116552297,4671601.688618813,racing_line
-10033785.968996324,4671601.553791165,racing_line
-10033785.821170975,4671601.419361047,racing_line
-10033785.673225818,4671601.285394855,racing_line
-10033785.525192691,4671601.152059745,racing_line
-10033785.37697497,4671601.019614495,racing_line
-10033785.100466676,4671601.020403061,racing_line
-10033784.917087654,4671600.927600594,racing_line
-10033784.739209196,4671600.830014976,racing_line
-10033784.570926841,4671600.723110263,racing_line
-10033784.414860716,4671600.6052798135,racing_line
-10033784.269586165,4671600.47604918,racing_line
-10033784.132467082,4671600.338142929,racing_line
-10033783.99937207,4671600.19559993,racing_line
-10033783.865590584,4671600.052621733,racing_line
-10033783.727044148,4671599.912905616,racing_line
-10033783.670038454,4671599.675951818,racing_line
-10033783.505141838,4671599.561416675,racing_line
-10033783.338581719,4671599.447087267,racing_line
-10033783.170342233,4671599.3329033945,racing_line
-10033783.000416335,4671599.218897668,racing_line
-10033782.828823965,4671599.105173884,racing_line
-10033782.65563141,4671598.991877815,racing_line
-10033782.480968926,4671598.879166193,racing_line
-10033782.305155098,4671598.767074157,racing_line
-10033782.128246704,4671598.655920187,racing_line
-10033781.950697333,4671598.5456677135,racing_line
-10033781.772868667,4671598.4363587815,racing_line
-10033781.595086541,4671598.328032761,racing_line
-10033781.417578049,4671598.220756698,racing_line
-10033781.240421407,4671598.11465016,racing_line
-10033781.063526556,4671598.009893488,racing_line
-10033780.797870813,4671598.063286423,racing_line
-10033780.60287745,4671597.997620148,racing_line
-10033780.411325034,4671597.927511509,racing_line
-10033780.225021653,4671597.848867636,racing_line
-10033780.044312973,4671597.760047123,racing_line
-10033779.86818674,4671597.661665202,racing_line
-10033779.694914486,4671597.556056081,racing_line
-10033779.522474447,4671597.446447435,racing_line
-10033779.34893319,4671597.336267731,racing_line
-10033779.172684325,4671597.228669691,racing_line
-10033778.992566302,4671597.126251959,racing_line
-10033778.86496201,4671596.900953991,racing_line
-10033778.672007542,4671596.818351366,racing_line
-10033778.477773253,4671596.73667465,racing_line
-10033778.282356637,4671596.656002505,racing_line
-10033778.027301157,4671596.730572191,racing_line
-10033777.824910548,4671596.671542108,racing_line
-10033777.62169456,4671596.614643827,racing_line
-10033777.418907182,4671596.556527319,racing_line
-10033777.217775974,4671596.4935837425,racing_line
-10033777.01930803,4671596.422631346,racing_line
-10033776.82401943,4671596.341824067,racing_line
-10033776.631684406,4671596.251470321,racing_line
-10033776.484618299,4671596.005839873,racing_line
-10033776.282402312,4671595.943238087,racing_line
-10033776.080135988,4671595.881825163,racing_line
-10033775.877884367,4671595.821257019,racing_line
-10033775.675649893,4671595.761272909,racing_line
-10033775.473365415,4671595.7017399315,racing_line
-10033775.2708994,4671595.642673382,racing_line
-10033775.068072937,4671595.5842300225,racing_line
-10033774.86468464,4671595.526677115,racing_line
-10033774.629940359,4671595.64791984,racing_line
-10033774.42177056,4671595.625705483,racing_line
-10033774.2143547,4671595.5957988845,racing_line
-10033774.00759295,4671595.556098808,racing_line
-10033773.801243907,4671595.506390847,racing_line
-10033773.594978575,4671595.448260854,racing_line
-10033773.362949906,4671595.596841091,racing_line
-10033773.150294788,4671595.595047283,racing_line
-10033772.946499767,4671595.474749018,racing_line
-10033772.746463535,4671595.339597144,racing_line
-10033772.566645924,4671595.034092064,racing_line
-10033772.3543376,4671595.005992871,racing_line
-10033772.142196564,4671594.9782717265,racing_line
-10033771.958450062,4671594.768204631,racing_line
-10033771.718957532,4671594.919650673,racing_line
-10033771.49840762,4671595.074721857,racing_line
-10033771.289628973,4671595.035495918,racing_line
-10033771.08776993,4671594.836300936,racing_line
-10033770.878261995,4671594.811692009,racing_line
-10033770.669042636,4671594.788235199,racing_line
-10033770.459992446,4671594.765639499,racing_line
-10033770.250990773,4671594.743673744,racing_line
-10033770.041927688,4671594.7222030405,racing_line
-10033769.832714327,4671594.701200619,racing_line
-10033769.623290055,4671594.680737851,racing_line
-10033769.413625348,4671594.660959419,racing_line
-10033769.203720503,4671594.642051188,racing_line
-10033768.9936011,4671594.624206986,racing_line
-10033768.783311754,4671594.607598385,racing_line
-10033768.581509586,4671594.848901883,racing_line
-10033768.377349772,4671594.97862834,racing_line
-10033768.16556837,4671594.926527002,racing_line
-10033767.951015275,4671594.8667535465,racing_line
-10033767.73902384,4671594.80084111,racing_line
-10033767.523391291,4671594.558408152,racing_line
-10033767.31440143,4671594.558346773,racing_line
-10033767.105827881,4671594.559162906,racing_line
-10033766.897729537,4671594.560251756,racing_line
-10033766.690165661,4671594.5610639565,racing_line
-10033766.483189771,4671594.561146937,racing_line
-10033766.276843894,4671594.560180758,racing_line
-10033766.071155187,4671594.55800167,racing_line
-10033765.866135966,4671594.5546096545,racing_line
-10033765.661787268,4671594.550160829,racing_line
-10033765.458104677,4671594.544949455,racing_line
-10033765.255090728,4671594.539490242,racing_line
-10033765.052789984,4671594.535026377,racing_line
-10033764.851189129,4671594.5315246675,racing_line
-10033764.650282623,4671594.5288414005,racing_line
-10033764.478980567,4671594.848607973,racing_line
-10033764.285522666,4671594.926102172,racing_line
-10033764.085256243,4671594.99923415,racing_line
-10033763.885736799,4671595.0629359055,racing_line
-10033763.67617343,4671595.112883638,racing_line
-10033763.464264816,4671595.143728825,racing_line
-10033763.266354667,4671595.151918355,racing_line
-10033763.074395387,4671594.865732715,racing_line
-10033762.884868871,4671594.641424222,racing_line
-10033762.694110133,4671594.668875147,racing_line
-10033762.504350692,4671594.696890848,racing_line
-10033762.315594492,4671594.725382242,racing_line
-10033762.12787231,4671594.754336984,racing_line
-10033761.941245891,4671594.783837828,racing_line
-10033761.755808152,4671594.814052861,racing_line
-10033761.42786619,4671594.72297256,racing_line
-10033761.114498498,4671594.6597262705,racing_line
-10033760.948746065,4671594.70679373,racing_line
-10033760.814163594,4671594.775439374,racing_line
-10033760.70928839,4671594.847770167,racing_line
-10033760.674276209,4671594.9622910675,racing_line
-10033760.500084057,4671594.980047624,racing_line
-10033760.327773765,4671594.997910073,racing_line
-10033760.132714866,4671595.2706462005,racing_line
-10033759.943716502,4671595.366036146,racing_line
-10033759.75638323,4671595.438049161,racing_line
-10033759.582471985,4671595.489216802,racing_line
-10033759.414261796,4671595.52029596,racing_line
-10033759.251918182,4671595.534011651,racing_line
-10033759.095279686,4671595.533683629,racing_line
-10033758.966863247,4671595.413226393,racing_line
-10033758.85840129,4671595.251824535,racing_line
-10033758.703136005,4671595.288774994,racing_line
-10033758.549290411,4671595.325096011,racing_line
-10033758.396936268,4671595.360617958,racing_line
-10033758.246160107,4671595.395200649,racing_line
-10033758.097051527,4671595.428755626,racing_line
-10033757.949691815,4671595.461261617,racing_line
-10033757.804145277,4671595.492770011,racing_line
-10033757.66045491,4671595.523398815,racing_line
-10033757.518643305,4671595.553315084,racing_line
-10033757.378718523,4671595.58270755,racing_line
-10033757.24068372,4671595.6117523275,racing_line
-10033757.10454923,4671595.640574813,racing_line
-10033756.970345572,4671595.669211632,racing_line
-10033756.838135798,4671595.6975773405,racing_line
-10033756.68559897,4671595.622172883,racing_line
-10033756.563558972,4671595.652269502,racing_line
-10033756.44375631,4671595.683937695,racing_line
-10033756.321530186,4671595.654695028,racing_line
-10033756.20420089,4671595.530456111,racing_line
-10033756.101504404,4671595.454299125,racing_line
-10033756.009842262,4671595.368216356,racing_line
-10033755.929145455,4671595.27774173,racing_line
-10033755.85802946,4671595.191144178,racing_line
-10033755.79341354,4671595.119346727,racing_line
-10033755.727232486,4671595.073980342,racing_line
-10033755.659798604,4671595.0669932775,racing_line
-10033755.581989085,4671595.103517126,racing_line
-10033755.489406383,4671595.181354513,racing_line
-10033755.380772023,4671595.289853926,racing_line
-10033755.258556455,4671595.411909483,racing_line
-10033755.128702443,4671595.527433434,racing_line
-10033754.988171339,4671595.642844591,racing_line
-10033754.909797167,4671595.605673178,racing_line
-10033754.75427167,4671595.666114051,racing_line
-10033754.680566378,4671595.61726116,racing_line
-10033754.670545548,4671595.496583398,racing_line
-10033754.589607734,4671595.460870311,racing_line
-10033754.61058178,4671595.277789929,racing_line
-10033754.614874428,4671595.1356388815,racing_line
-10033754.628515573,4671594.994733547,racing_line
-10033754.646077797,4671594.861827962,racing_line
-10033754.661723932,4671594.742493244,racing_line
-10033754.669401245,4671594.641135634,racing_line
-10033754.663563376,4671594.560478979,racing_line
-10033754.640238412,4671594.500881037,racing_line
-10033754.59790723,4671594.460063187,racing_line
-10033754.537786014,4671594.433505867,racing_line
-10033754.463265402,4671594.415508627,racing_line
-10033754.378852997,4671594.400406196,racing_line
-10033754.289075574,4671594.383501716,racing_line
-10033754.197723411,4671594.3614862,racing_line
-10033754.107499447,4671594.332429484,racing_line
-10033754.020056386,4671594.295479704,racing_line
-10033753.936246747,4671594.250478322,racing_line
-10033753.856440814,4671594.197620164,racing_line
-10033753.78086516,4671594.137195649,racing_line
-10033753.709917879,4671594.069436186,racing_line
-10033753.644407624,4671593.994472683,racing_line
-10033753.511005756,4671593.936530555,racing_line
-10033753.490535509,4671593.836115982,racing_line
-10033753.47019978,4671593.734204444,racing_line
-10033753.449823968,4671593.63080732,racing_line
-10033753.429354703,4671593.525942131,racing_line
-10033753.40887705,4671593.419646783,racing_line
-10033753.388616325,4671593.31199383,racing_line
-10033753.488127064,4671593.197826086,racing_line
-10033753.511276094,4671593.092460101,racing_line
-10033753.533376535,4671592.989476472,racing_line
-10033753.550345266,4671592.888482628,racing_line
-10033753.55919389,4671592.788536637,racing_line
-10033753.558364723,4671592.688416539,racing_line
-10033753.547797855,4671592.586910941,racing_line
-10033753.528844923,4671592.483082202,racing_line
-10033753.504465956,4671592.374977442,racing_line
-10033753.477394411,4671592.265938767,racing_line
-10033753.451831594,4671592.155010225,racing_line
-10033753.431232536,4671592.043251472,racing_line
-10033753.418009771,4671591.931738556,racing_line
-10033753.413343322,4671591.820483923,racing_line
-10033753.415987268,4671591.710279529,racing_line
-10033753.423390057,4671591.6003577635,racing_line
-10033753.43276095,4671591.487640668,racing_line
-10033753.440457722,4671591.37017864,racing_line
-10033753.444025027,4671591.246053462,racing_line
-10033753.44258648,4671591.114153372,racing_line
-10033753.3633733,4671590.922200736,racing_line
-10033753.379465815,4671590.791154498,racing_line
-10033753.396392077,4671590.658047576,racing_line
-10033753.41384206,4671590.523317026,racing_line
-10033753.431536376,4671590.387384891,racing_line
-10033753.449270949,4671590.250620887,racing_line
-10033753.466946417,4671590.113321821,racing_line
-10033753.484577673,4671589.9757059645,racing_line
-10033753.502283992,4671589.837917615,racing_line
-10033753.520263355,4671589.70003674,racing_line
-10033753.538756568,4671589.562089713,racing_line
-10033753.558007257,4671589.4240587605,racing_line
-10033753.688111614,4671589.354266122,racing_line
-10033753.711154487,4671589.221791021,racing_line
-10033753.622012261,4671589.008775232,racing_line
-10033753.645578198,4671588.8695964515,racing_line
-10033753.670086695,4671588.729826733,racing_line
-10033753.695302235,4671588.58933009,racing_line
-10033753.720669663,4671588.44792328,racing_line
-10033753.74642404,4671588.305600159,racing_line
-10033753.772038676,4671588.162212696,racing_line
-10033753.797347296,4671588.017692565,racing_line
-10033753.82232391,4671587.872000169,racing_line
-10033753.847110502,4671587.72512672,racing_line
-10033753.872014444,4671587.577095638,racing_line
-10033753.897470854,4671587.427963439,racing_line
-10033754.049357438,4671587.416157935,racing_line
-10033754.161971115,4671587.243545543,racing_line
-10033754.21884422,4671587.105666776,racing_line
-10033754.25327121,4671586.956271961,racing_line
-10033754.266733194,4671586.794205563,racing_line
-10033754.263886672,4671586.620906093,racing_line
-10033754.121369079,4671586.363539988,racing_line
-10033754.159954358,4671586.210236417,racing_line
-10033754.199180037,4671586.056909028,racing_line
-10033754.238620762,4671585.903577931,racing_line
-10033754.277933028,4671585.750242972,racing_line
-10033754.316879509,4671585.596892817,racing_line
-10033753.748908734,4671585.368276214,racing_line
-10033753.871306323,4671585.219739472,racing_line
-10033754.039635634,4671585.0665136175,racing_line
-10033754.24034036,4671584.934560724,racing_line
-10033754.477241814,4671584.820977182,racing_line
-10033754.68551766,4671584.751918699,racing_line
-10033754.937285248,4671584.583622623,racing_line
-10033754.993060224,4671584.441922569,racing_line
-10033754.598720431,4671584.196506111,racing_line
-10033754.632305656,4671584.040576166,racing_line
-10033754.66546265,4671583.884153107,racing_line
-10033754.698506774,4671583.727313383,racing_line
-10033754.731861163,4671583.570178237,racing_line
-10033754.939269267,4671583.449502306,racing_line
-10033755.027239585,4671583.305819908,racing_line
-10033755.09542529,4671583.161485061,racing_line
-10033755.143270602,4671583.008117011,racing_line
-10033755.169422178,4671582.855356121,racing_line
-10033755.180632824,4671582.692024043,racing_line
-10033755.179735973,4671582.527766055,racing_line
-10033755.048235213,4671582.319000613,racing_line
-10033755.093951046,4671582.164255161,racing_line
-10033755.140144687,4671582.00975716,racing_line
-10033755.186495546,4671581.855429018,racing_line
-10033755.232749186,4671581.701208571,racing_line
-10033755.278742924,4671581.54705737,racing_line
-10033755.324422855,4671581.392963823,racing_line
-10033755.369850866,4671581.238940997,racing_line
-10033755.415200908,4671581.085019728,racing_line
-10033755.460743893,4671580.931238446,racing_line
-10033755.507088032,4671580.777685756,racing_line
-10033755.734417457,4671580.680261957,racing_line
-10033755.819014817,4671580.540199344,racing_line
-10033755.886648914,4671580.396298144,racing_line
-10033755.933539422,4671580.246557795,racing_line
-10033755.961512586,4671580.085809196,racing_line
-10033755.811717171,4671579.858952422,racing_line
-10033755.867874483,4671579.705678126,racing_line
-10033755.924989667,4671579.552109787,racing_line
-10033755.982684914,4671579.398181559,racing_line
-10033756.040626787,4671579.243865326,racing_line
-10033756.098574296,4671579.089178066,racing_line
-10033756.156403854,4671578.934183417,racing_line
-10033756.214109667,4671578.77898652,racing_line
-10033756.271783821,4671578.623722425,racing_line
-10033756.32958379,4671578.468539518,racing_line
-10033756.387695625,4671578.313580468,racing_line
-10033756.446300197,4671578.158963788,racing_line
-10033756.505547754,4671578.004769117,racing_line
-10033756.565544542,4671577.851028993,racing_line
-10033756.625406075,4671577.69723532,racing_line
-10033756.685893824,4671577.542996777,racing_line
-10033756.747039922,4671577.388361154,racing_line
-10033756.80881181,4671577.233380305,racing_line
-10033756.87110756,4671577.07809966,racing_line
-10033756.933742339,4671576.922543087,racing_line
-10033756.996457744,4671576.766703531,racing_line
-10033757.058958698,4671576.610541519,racing_line
-10033757.747678336,4671576.722533923,racing_line
-10033757.841475736,4671576.590842735,racing_line
-10033757.860476695,4671576.424958077,racing_line
-10033757.505584212,4671576.075676993,racing_line
-10033757.419027641,4671575.8387868125,racing_line
-10033757.499374043,4671575.68500475,racing_line
-10033757.580474647,4671575.530707201,racing_line
-10033757.661898457,4671575.375837205,racing_line
-10033757.743309941,4671575.2203669045,racing_line
-10033757.824497305,4671575.064303768,racing_line
-10033757.905376475,4671574.907691239,racing_line
-10033757.985976376,4671574.750603468,racing_line
-10033758.066412192,4671574.593135001,racing_line
-10033758.146852914,4671574.435387289,racing_line
-10033758.227487613,4671574.277454127,racing_line
-10033758.029001884,4671573.99429961,racing_line
-10033758.140964082,4671573.8465104615,racing_line
-10033758.263253426,4671573.702179815,racing_line
-10033758.541421585,4671573.637974773,racing_line
-10033758.616789768,4671573.475548571,racing_line
-10033758.691663783,4671573.312456599,racing_line
-10033758.766493145,4671573.148926433,racing_line
-10033758.841740986,4671572.985197809,racing_line
-10033758.917862557,4671572.82151027,racing_line
-10033759.205497824,4671572.758739288,racing_line
-10033759.3229376,4671572.616818318,racing_line
-10033759.426540956,4671572.472465677,racing_line
-10033759.238559596,4671572.171191162,racing_line
-10033759.322491832,4671572.009660071,racing_line
-10033759.406948164,4671571.84808732,racing_line
-10033759.492178164,4671571.686580261,racing_line
-10033759.578375578,4671571.52521356,racing_line
-10033759.665641319,4671571.364015451,racing_line
-10033759.753962077,4671571.202960312,racing_line
-10033759.843207624,4671571.041968805,racing_line
-10033759.933146164,4671570.880915845,racing_line
-10033760.023473535,4671570.719645435,racing_line
-10033759.90287627,4671570.4614736065,racing_line
-10033759.838428002,4671570.225739325,racing_line
-10033759.88780806,4671570.039112086,racing_line
-10033759.960357998,4671569.856015323,racing_line
-10033760.181103108,4671569.756509716,racing_line
-10033760.532877503,4671569.728238167,racing_line
-10033760.612630855,4671569.559787699,racing_line
-10033760.693117857,4671569.391758556,racing_line
-10033760.774161078,4671569.224097628,racing_line
-10033760.85558344,4671569.0567320585,racing_line
-10033760.937228858,4671568.889584407,racing_line
-10033761.018974885,4671568.722584115,racing_line
-10033761.100734666,4671568.555673119,racing_line
-10033761.182447929,4671568.388805283,racing_line
-10033761.264064591,4671568.221940999,racing_line
-10033761.345527872,4671568.0550399665,racing_line
-10033761.426765058,4671567.888062274,racing_line
-10033761.508066002,4671567.721220167,racing_line
-10033761.5895457,4671567.554535618,racing_line
-10033761.671307549,4671567.3880199175,racing_line
-10033761.753424011,4671567.221666887,racing_line
-10033761.835921252,4671567.055447876,racing_line
-10033761.91877072,4671566.889309943,racing_line
-10033762.00188855,4671566.723177794,racing_line
-10033762.085142465,4671566.55695952,racing_line
-10033762.000642594,4671566.312623258,racing_line
-10033761.970898766,4671566.092376764,racing_line
-10033762.057779817,4671565.922908787,racing_line
-10033762.408615785,4671565.885983892,racing_line
-10033762.48710037,4671565.716913426,racing_line
-10033762.565969415,4671565.548061937,racing_line
-10033762.645171802,4671565.379427133,racing_line
-10033762.724594455,4671565.210966285,racing_line
-10033762.80407102,4671565.042599449,racing_line
-10033762.883397048,4671564.874216821,racing_line
-10033762.962351099,4671564.705689561,racing_line
-10033763.040720383,4671564.536883044,racing_line
-10033763.118328217,4671564.367671226,racing_line
-10033763.195058994,4671564.19795035,racing_line
-10033763.270875756,4671564.027650045,racing_line
-10033763.345825903,4671563.856739945,racing_line
-10033763.421476897,4671563.685924268,racing_line
-10033763.498206941,4671563.51534906,racing_line
-10033763.575810997,4671563.34489669,racing_line
-10033763.654021394,4671563.17443542,racing_line
-10033763.732526079,4671563.003826256,racing_line
-10033763.8109846,4671562.832927782,racing_line
-10033763.889041824,4671562.661599469,racing_line
-10033763.966340426,4671562.489704369,racing_line
-10033763.842583902,4671562.226776291,racing_line
-10033764.117299076,4671562.143704267,racing_line
-10033764.19141905,4671561.969907939,racing_line
-10033764.265499257,4671561.796056915,racing_line
-10033764.339464225,4671561.622136842,racing_line
-10033764.41325764,4671561.4481333755,racing_line
-10033764.486842409,4671561.274032633,racing_line
-10033764.560192635,4671561.0998180695,racing_line
-10033764.633279227,4671560.925464435,racing_line
-10033764.706052754,4671560.750930547,racing_line
-10033764.778428754,4671560.576153284,racing_line
-10033764.850280777,4671560.401045146,racing_line
-10033764.921445109,4671560.2254970055,racing_line
-10033764.991739022,4671560.04938657,racing_line
-10033765.060990117,4671559.872591609,racing_line
-10033764.953179322,4671559.618455617,racing_line
-10033765.19592318,4671559.5165513195,racing_line
-10033765.26174403,4671559.33726418,racing_line
-10033765.328816112,4671559.158106009,racing_line
-10033765.396776162,4671558.978892129,racing_line
-10033765.46518635,4671558.799422811,racing_line
-10033765.533586007,4671558.61950366,racing_line
-10033765.601536851,4671558.438962721,racing_line
-10033765.668656744,4671558.257662715,racing_line
-10033765.546754505,4671557.999465649,racing_line
-10033765.597084384,4671557.8103710115,racing_line
-10033765.862407262,4671557.708465295,racing_line
-10033765.92494262,4671557.524020111,racing_line
-10033765.98753045,4671557.339455184,racing_line
-10033766.050103039,4671557.154778572,racing_line
-10033766.112579316,4671556.969985336,racing_line
-10033766.174871083,4671556.7850610055,racing_line
-10033766.23688758,4671556.599984692,racing_line
-10033766.29853804,4671556.414731442,racing_line
-10033766.35973268,4671556.229273714,racing_line
-10033766.420382652,4671556.043582106,racing_line
-10033766.48039923,4671555.857625386,racing_line
-10033766.539693195,4671555.671370159,racing_line
-10033766.598175034,4671555.484780553,racing_line
-10033766.655756356,4671555.297818209,racing_line
-10033766.712352928,4671555.110442933,racing_line
-10033766.76788925,4671554.922614101,racing_line
-10033766.822304536,4671554.734293041,racing_line
-10033766.87555961,4671554.5454462245,racing_line
-10033766.92764416,4671554.356049164,racing_line
-10033766.978583463,4671554.166090628,racing_line
-10033767.028443234,4671553.975576641,racing_line
-10033767.077331508,4671553.78453367,racing_line
-10033767.125396546,4671553.593010393,racing_line
-10033767.172819942,4671553.401077425,racing_line
-10033767.219804753,4671553.20882463,racing_line
-10033767.2665594,4671553.0163558815,racing_line
-10033767.313278254,4671552.823781493,racing_line
-10033767.36012065,4671552.631208923,racing_line
-10033767.407190565,4671552.438732813,racing_line
-10033767.454519946,4671552.246425845,racing_line
-10033767.502058443,4671552.05433193,racing_line
-10033767.549671719,4671551.862462906,racing_line
-10033767.597148916,4671551.670799002,racing_line
-10033767.644218799,4671551.479292724,racing_line
-10033767.69057281,4671551.287875203,racing_line
-10033767.735892657,4671551.096463891,racing_line
-10033767.590058178,4671550.866766642,racing_line
-10033767.60897339,4671550.670816931,racing_line
-10033767.63676503,4671550.476623535,racing_line
-10033767.673883418,4671550.284353608,racing_line
-10033767.719450805,4671550.093744779,racing_line
-10033767.771481236,4671549.90442115,racing_line
-10033767.82734344,4671549.715852439,racing_line
-10033768.03939541,4671549.5566334035,racing_line
-10033768.070217108,4671549.362540902,racing_line
-10033768.099994553,4671549.168099285,racing_line
-10033768.128910385,4671548.973336056,racing_line
-10033768.157116234,4671548.778280575,racing_line
-10033768.184726685,4671548.582961798,racing_line
-10033768.211818114,4671548.387406588,racing_line
-10033768.238431156,4671548.191638544,racing_line
-10033768.264575588,4671547.995677337,racing_line
-10033768.29023635,4671547.799538419,racing_line
-10033768.315379668,4671547.60323311,racing_line
-10033768.339958435,4671547.406768962,racing_line
-10033768.363916636,4671547.210150377,racing_line
-10033768.387192275,4671547.013379386,racing_line
-10033768.409719028,4671546.816456512,racing_line
-10033768.431426607,4671546.619381561,racing_line
-10033768.452240048,4671546.4221541975,racing_line
-10033768.472078573,4671546.22477423,racing_line
-10033768.490854423,4671546.027241514,racing_line
-10033768.508472584,4671545.829555461,racing_line
-10033768.52483219,4671545.631714296,racing_line
-10033768.36330884,4671545.420805839,racing_line
-10033768.366642112,4671545.222736659,racing_line
-10033768.37146052,4671545.024381943,racing_line
-10033768.379063666,4671544.826142192,racing_line
-10033768.39059701,4671544.628075025,racing_line
-10033768.40679653,4671544.430193241,racing_line
-10033768.597262455,4671544.241690682,racing_line
-10033768.601461109,4671544.042138149,racing_line
-10033768.604418643,4671543.8422444975,racing_line
-10033768.606339335,4671543.641968789,racing_line
-10033768.607442502,4671543.441271279,racing_line
-10033768.607940128,4671543.240117836,racing_line
-10033768.608013548,4671543.038485097,racing_line
-10033768.607792655,4671542.83636554,racing_line
-10033768.607341535,4671542.633771153,racing_line
-10033768.606653396,4671542.4307346335,racing_line
-10033768.605655994,4671542.227307565,racing_line
-10033768.604226075,4671542.023555938,racing_line
-10033768.602209127,4671541.819554042,racing_line
-10033768.599439966,4671541.615377963,racing_line
-10033768.59576047,4671541.411099752,racing_line
-10033768.591031827,4671541.206782781,racing_line
-10033768.585140023,4671541.002478471,racing_line
-10033768.57799535,4671540.798224267,racing_line
-10033768.56952783,4671540.594042668,racing_line
-10033768.55968171,4671540.389941156,racing_line
-10033768.548412092,4671540.1859129295,racing_line
-10033768.535685334,4671539.9819383,racing_line
-10033768.52148323,4671539.777986543,racing_line
-10033768.505809426,4671539.574017974,racing_line
-10033768.488696171,4671539.369986098,racing_line
-10033768.470209023,4671539.165839811,racing_line
-10033768.45044788,4671538.9615257345,racing_line
-10033768.429543372,4671538.756990973,racing_line
-10033768.407648448,4671538.552186364,racing_line
-10033768.384925615,4671538.3470703885,racing_line
-10033768.361530963,4671538.141613493,racing_line
-10033768.337596769,4671537.935802372,racing_line
-10033768.31321493,4671537.72964348,racing_line
-10033768.28842393,4671537.523164841,racing_line
-10033768.263201704,4671537.31641548,racing_line
-10033768.23746578,4671537.109462157,racing_line
-10033768.211080771,4671536.902383836,racing_line
-10033768.18387223,4671536.695264693,racing_line
-10033768.155645318,4671536.4881866835,racing_line
-10033768.126206778,4671536.281222528,racing_line
-10033768.09538842,4671536.074429855,racing_line
-10033767.885289961,4671535.900711605,racing_line
-10033767.854074774,4671535.694357716,racing_line
-10033767.99379193,4671535.45535619,racing_line
-10033767.956956245,4671535.24941946,racing_line
-10033767.918855611,4671535.043641282,racing_line
-10033767.87969958,4671534.837972684,racing_line
-10033767.839712432,4671534.632360798,racing_line
-10033767.799103104,4671534.426754418,racing_line
-10033767.758038793,4671534.221108729,racing_line
-10033767.716625962,4671534.015388941,racing_line
-10033767.674901258,4671533.809572583,racing_line
-10033767.632833052,4671533.603650452,racing_line
-10033767.590332694,4671533.397626134,racing_line
-10033767.547273444,4671533.191514186,racing_line
-10033767.50351394,4671532.985337261,racing_line
-10033767.45892224,4671532.779122784,racing_line
-10033767.41339626,4671532.572900053,racing_line
-10033767.366876345,4671532.36669872,racing_line
-10033767.039710522,4671532.239235866,racing_line
-10033766.987035986,4671532.033906338,racing_line
-10033766.991015155,4671531.812795021,racing_line
-10033767.1626577,4671531.545840815,racing_line
-10033767.106961299,4671531.341909853,racing_line
-10033767.050542984,4671531.138182979,racing_line
-10033766.99404442,4671530.934468379,racing_line
-10033766.938058116,4671530.730577437,racing_line
-10033766.882428266,4671530.526571507,racing_line
-10033766.825548843,4671530.323014755,racing_line
-10033766.76742972,4671530.119878052,racing_line
-10033766.708150353,4671529.917101255,racing_line
-10033766.647853516,4671529.714599624,racing_line
-10033766.586723909,4671529.512274124,racing_line
-10033766.524957892,4671529.310023691,racing_line
-10033766.462731877,4671529.107757449,racing_line
-10033766.400176011,4671528.905405042,racing_line
-10033766.337357445,4671528.70292359,racing_line
-10033766.274274927,4671528.50030043,racing_line
-10033766.210864127,4671528.297551393,racing_line
-10033766.147011887,4671528.094715149,racing_line
-10033766.082576778,4671527.891844513,racing_line
-10033766.017412905,4671527.688996292,racing_line
-10033765.95139359,4671527.486221349,racing_line
-10033765.884431815,4671527.283556584,racing_line
-10033765.816494437,4671527.081020211,racing_line
-10033765.74760844,4671526.878610963,racing_line
-10033765.677858956,4671526.6763110105,racing_line
-10033765.60697924,4671526.474265778,racing_line
-10033765.535175288,4671526.272425931,racing_line
-10033765.462819228,4671526.070679768,racing_line
-10033765.39027404,4671525.868926613,racing_line
-10033765.317872401,4671525.667081151,racing_line
-10033765.245896079,4671525.465076169,racing_line
-10033765.174185764,4671525.2630249085,racing_line
-10033765.102426244,4671525.061092809,racing_line
-10033765.03049443,4671524.859344576,racing_line
-10033764.958223466,4671524.657846202,racing_line
-10033764.885428786,4671524.456655879,racing_line
-10033764.811935998,4671524.255815498,racing_line
