t,seconds_elapsed,tone_hz,rpm_est
1782421420480309000,0.48,46.875,5625.0
1782421420490309000,0.49,46.875,5625.0
1782421420500309000,0.5,46.875,5625.0
1782421420510309000,0.51,46.875,5625.0
1782421420520309000,0.52,46.875,5625.0
1782421420530309000,0.53,46.875,5625.0
1782421420540309000,0.54,46.875,5625.0
1782421420550309000,0.55,46.875,5625.0
1782421420560309000,0.56,46.875,5625.0
1782421420570309000,0.5700000000000001,46.875,5625.0
1782421420580309000,0.58,46.875,5625.0
1782421420590309000,0.59,46.875,5625.0
1782421420600309000,0.6,46.875,5625.0
1782421420610309000,0.61,46.875,5625.0
1782421420620309000,0.62,46.875,5625.0
1782421420630309000,0.63,46.875,5625.0
1782421420640309000,0.64,46.875,5625.0
1782421420650309000,0.65,46.875,5625.0
1782421420660309000,0.66,46.875,5625.0
1782421420670309000,0.67,46.875,5625.0
1782421420680309000,0.68,46.875,5625.0
1782421420690309000,0.6900000000000001,46.875,5625.0
1782421420700309000,0.7000000000000001,46.875,5625.0
1782421420710309000,0.71,46.875,5625.0
1782421420720309000,0.72,46.875,5625.0
1782421420730309000,0.73,46.875,5625.0
1782421420740309000,0.74,46.875,5625.0
1782421420750309000,0.75,46.875,5625.0
1782421420760309000,0.76,46.875,5625.0
1782421420770309000,0.77,46.86469688624052,5623.763626348863
1782421420780309000,0.78,46.560179962685204,5587.221595522225
1782421420790309000,0.79,46.25566303912988,5550.679564695585
1782421420800309000,0.8,45.95114611557455,5514.137533868947
1782421420810309000,0.81,45.64662919201923,5477.595503042307
1782421420820309000,0.8200000000000001,45.34211226846391,5441.053472215669
1782421420830309000,0.8300000000000001,45.03759534490858,5404.51144138903
1782421420840309000,0.84,44.73307842135326,5367.969410562391
1782421420850309000,0.85,44.428561497797936,5331.427379735753
1782421420860309000,0.86,44.12404457424262,5294.885348909113
1782421420870309000,0.87,43.81952765068729,5258.343318082475
1782421420880309000,0.88,43.515010727131965,5221.8012872558365
1782421420890309000,0.89,43.21049380357665,5185.259256429197
1782421420900309000,0.9,42.90597688002132,5148.717225602559
1782421420910309000,0.91,42.601459956465995,5112.175194775919
1782421420920309000,0.92,42.296943032910676,5075.633163949281
1782421420930309000,0.93,41.99242610935535,5039.091133122642
1782421420940309000,0.94,41.68790918580003,5002.549102296003
1782421420950309000,0.95,41.383392262244705,4966.007071469365
1782421420960309000,0.96,41.07887533868938,4929.465040642725
1782421420970309000,0.97,40.77435841513406,4892.923009816087
1782421420980309000,0.98,40.469841491578734,4856.380978989448
1782421420990309000,0.99,40.16532456802341,4819.838948162809
1782421421000309000,1.0,39.86080764446809,4783.296917336171
1782421421010309000,1.01,39.55629072091276,4746.754886509531
1782421421020309000,1.02,39.25177379735744,4710.212855682893
1782421421030309000,1.03,39.0625,4687.5
1782421421040309000,1.04,39.0625,4687.5
1782421421050309000,1.05,39.0625,4687.5
1782421421060309000,1.06,39.0625,4687.5
1782421421070309000,1.07,39.0625,4687.5
1782421421080309000,1.08,39.0625,4687.5
1782421421090309000,1.09,39.0625,4687.5
1782421421100309000,1.1,39.0625,4687.5
1782421421110309000,1.11,39.0625,4687.5
1782421421120309000,1.12,39.0625,4687.5
1782421421130309000,1.13,39.0625,4687.5
1782421421140309000,1.14,39.0625,4687.5
1782421421150309000,1.15,39.0625,4687.5
1782421421160309000,1.16,39.0625,4687.5
1782421421170309000,1.17,39.0625,4687.5
1782421421180309000,1.18,39.0625,4687.5
1782421421190309000,1.19,39.0625,4687.5
1782421421200309000,1.2,39.0625,4687.5
1782421421210309000,1.21,39.0625,4687.5
1782421421220309000,1.22,39.0625,4687.5
1782421421230309000,1.23,39.0625,4687.5
1782421421240309000,1.24,39.0625,4687.5
1782421421250309000,1.25,39.0625,4687.5
1782421421260309000,1.26,39.0625,4687.5
1782421421270309000,1.27,39.0625,4687.5
1782421421280309000,1.28,39.0625,4687.5
1782421421290309000,1.29,39.0625,4687.5
1782421421300309000,1.3,39.0625,4687.5
1782421421310309000,1.31,39.0625,4687.5
1782421421320309000,1.32,39.0625,4687.5
1782421421330309000,1.33,39.0625,4687.5
1782421421340309000,1.34,39.0625,4687.5
1782421421350309000,1.35,39.0625,4687.5
1782421421360309000,1.36,39.0625,4687.5
1782421421370309000,1.37,39.0625,4687.5
1782421421380309000,1.38,39.0625,4687.5
1782421421390309000,1.39,39.0625,4687.5
1782421421400309000,1.4,39.0625,4687.5
1782421421410309000,1.41,39.0625,4687.5
1782421421420309000,1.42,39.0625,4687.5
1782421421430309000,1.43,39.0625,4687.5
1782421421440309000,1.44,39.0625,4687.5
1782421421450309000,1.45,39.0625,4687.5
1782421421460309000,1.46,39.0625,4687.5
1782421421470309000,1.47,39.0625,4687.5
1782421421480309000,1.48,39.0625,4687.5
1782421421490309000,1.49,39.0625,4687.5
1782421421500309000,1.5,39.0625,4687.5
1782421421510309000,1.51,39.0625,4687.5
1782421421520309000,1.52,39.0625,4687.5
1782421421530309000,1.53,39.0625,4687.5
1782421421540309000,1.54,39.0625,4687.5
1782421421550309000,1.55,39.0625,4687.5
1782421421560309000,1.56,39.0625,4687.5
1782421421570309000,1.57,39.0625,4687.5
1782421421580309000,1.58,39.0625,4687.5
1782421421590309000,1.59,39.0625,4687.5
1782421421600309000,1.6,39.0625,4687.5
1782421421610309000,1.61,39.0625,4687.5
1782421421620309000,1.62,39.0625,4687.5
1782421421630309000,1.63,39.0625,4687.5
1782421421640309000,1.64,39.0625,4687.5
1782421421650309000,1.65,39.0625,4687.5
1782421421660309000,1.66,39.0625,4687.5
1782421421670309000,1.67,39.0625,4687.5
1782421421680309000,1.68,39.0625,4687.5
1782421421690309000,1.69,39.0625,4687.5
1782421421700309000,1.7,39.0625,4687.5
1782421421710309000,1.71,39.0625,4687.5
1782421421720309000,1.72,39.0625,4687.5
1782421421730309000,1.73,39.0625,4687.5
1782421421740309000,1.74,39.0625,4687.5
1782421421750309000,1.75,39.0625,4687.5
1782421421760309000,1.76,39.0625,4687.5
1782421421770309000,1.77,39.0625,4687.5
1782421421780309000,1.78,39.0625,4687.5
1782421421790309000,1.79,39.0625,4687.5
1782421421800309000,1.8,39.0625,4687.5
1782421421810309000,1.81,39.0625,4687.5
1782421421820309000,1.82,39.0625,4687.5
1782421421830309000,1.83,39.0625,4687.5
1782421421840309000,1.84,39.0625,4687.5
1782421421850309000,1.85,39.0625,4687.5
1782421421860309000,1.86,39.0625,4687.5
1782421421870309000,1.87,39.0625,4687.5
1782421421880309000,1.88,39.0625,4687.5
1782421421890309000,1.89,39.0625,4687.5
1782421421900309000,1.9,39.0625,4687.5
1782421421910309000,1.91,39.0625,4687.5
1782421421920309000,1.92,39.0625,4687.5
1782421421930309000,1.93,39.0625,4687.5
1782421421940309000,1.94,39.0625,4687.5
1782421421950309000,1.95,39.0625,4687.5
1782421421960309000,1.96,39.0625,4687.5
1782421421970309000,1.97,39.0625,4687.5
1782421421980309000,1.98,39.0625,4687.5
1782421421990309000,1.99,39.0625,4687.5
1782421422000309000,2.0,39.0625,4687.5
1782421422010309000,2.01,39.0625,4687.5
1782421422020309000,2.02,39.0625,4687.5
1782421422030309000,2.03,39.0625,4687.5
1782421422040309000,2.04,39.0625,4687.5
1782421422050308999,2.05,39.0625,4687.5
1782421422060309000,2.06,39.29298625239534,4715.15835028744
1782421422070308999,2.07,39.597503175950656,4751.7003811140785
1782421422080309000,2.08,39.90202009950598,4788.242411940718
1782421422090308999,2.09,40.2065370230613,4824.784442767356
1782421422100309000,2.1,40.511053946616634,4861.326473593996
1782421422110308999,2.11,40.815570870171946,4897.868504420634
1782421422120309000,2.12,41.12008779372728,4934.410535247273
1782421422130309000,2.13,41.4246047172826,4970.952566073912
1782421422140309000,2.14,41.729121640837924,5007.494596900551
1782421422150309000,2.15,42.03363856439324,5044.03662772719
1782421422160309000,2.16,42.338155487948576,5080.578658553829
1782421422170309000,2.17,42.64267241150389,5117.1206893804665
1782421422180309000,2.18,42.94718933505922,5153.662720207107
1782421422190309000,2.19,43.53466251722908,5224.1595020674895
1782421422200309000,2.2,44.14369636433974,5297.243563720768
1782421422210309000,2.21,44.75273021145037,5370.327625374045
1782421422220309000,2.22,45.361764058561036,5443.411687027324
1782421422230309000,2.23,45.97079790567167,5516.4957486806
1782421422240309000,2.24,46.579831752782326,5589.579810333879
1782421422250309000,2.25,47.188865599892964,5662.663871987155
1782421422260309000,2.26,47.797899447003594,5735.747933640431
1782421422270309000,2.27,48.40693329411426,5808.831995293711
1782421422280309000,2.28,49.01596714122489,5881.916056946987
1782421422290309000,2.29,49.62500098833555,5955.000118600266
1782421422300309000,2.3000000000000003,50.23403483544622,6028.084180253545
1782421422310309000,2.31,50.78125,6093.75
1782421422320309000,2.32,50.78125,6093.75
1782421422330309000,2.33,50.78125,6093.75
1782421422340309000,2.34,50.78125,6093.75
1782421422350309000,2.35,50.78125,6093.75
1782421422360309000,2.36,50.78125,6093.75
1782421422370309000,2.37,50.78125,6093.75
1782421422380309000,2.38,50.78125,6093.75
1782421422390309000,2.39,50.78125,6093.75
1782421422400309000,2.4,50.78125,6093.75
1782421422410309000,2.41,50.78125,6093.75
1782421422420309000,2.42,50.78125,6093.75
1782421422430309000,2.43,50.78125,6093.75
1782421422440309000,2.44,50.78125,6093.75
1782421422450309000,2.45,50.78125,6093.75
1782421422460309000,2.46,50.78125,6093.75
1782421422470309000,2.47,50.78125,6093.75
1782421422480309000,2.48,50.78125,6093.75
1782421422490309000,2.49,50.78125,6093.75
1782421422500309000,2.5,50.78125,6093.75
1782421422510309000,2.51,50.78125,6093.75
1782421422520309000,2.52,50.78125,6093.75
1782421422530309000,2.53,50.78125,6093.75
1782421422540309000,2.54,50.78125,6093.75
1782421422550309000,2.5500000000000003,50.78125,6093.75
1782421422560309000,2.56,50.78125,6093.75
1782421422570309000,2.57,50.78125,6093.75
1782421422580309000,2.58,50.78125,6093.75
1782421422590309000,2.59,50.78125,6093.75
1782421422600309000,2.6,50.78125,6093.75
1782421422610309000,2.61,50.78125,6093.75
1782421422620309000,2.62,50.78125,6093.75
1782421422630309000,2.63,50.78125,6093.75
1782421422640309000,2.64,50.78125,6093.75
1782421422650309000,2.65,50.78125,6093.75
1782421422660309000,2.66,50.78125,6093.75
1782421422670309000,2.67,50.78125,6093.75
1782421422680309000,2.68,50.78125,6093.75
1782421422690309000,2.69,50.78125,6093.75
1782421422700309000,2.7,50.78125,6093.75
1782421422710309000,2.71,50.78125,6093.75
1782421422720309000,2.72,50.78125,6093.75
1782421422730309000,2.73,50.78125,6093.75
1782421422740309000,2.74,50.78125,6093.75
1782421422750309000,2.75,50.78125,6093.75
1782421422760309000,2.76,50.78125,6093.75
1782421422770309000,2.77,50.78125,6093.75
1782421422780309000,2.78,50.78125,6093.75
1782421422790309000,2.79,50.78125,6093.75
1782421422800309000,2.8000000000000003,50.78125,6093.75
1782421422810309000,2.81,50.78125,6093.75
1782421422820309000,2.82,50.78125,6093.75
1782421422830309000,2.83,50.78125,6093.75
1782421422840309000,2.84,50.78125,6093.75
1782421422850309000,2.85,50.78125,6093.75
1782421422860309000,2.86,50.78125,6093.75
1782421422870309000,2.87,50.78125,6093.75
1782421422880309000,2.88,50.78125,6093.75
1782421422890309000,2.89,50.78125,6093.75
1782421422900309000,2.9,50.78125,6093.75
1782421422910309000,2.91,50.78125,6093.75
1782421422920309000,2.92,50.78125,6093.75
1782421422930309000,2.93,50.78125,6093.75
1782421422940309000,2.94,50.78125,6093.75
1782421422950309000,2.95,50.78125,6093.75
1782421422960309000,2.96,50.78125,6093.75
1782421422970309000,2.97,50.78125,6093.75
1782421422980309000,2.98,50.78125,6093.75
1782421422990309000,2.99,50.78125,6093.75
1782421423000309000,3.0,50.78125,6093.75
1782421423010309000,3.01,50.78125,6093.75
1782421423020309000,3.02,50.78125,6093.75
1782421423030309000,3.03,50.78125,6093.75
1782421423040309000,3.04,50.78125,6093.75
1782421423050309000,3.0500000000000003,50.78125,6093.75
1782421423060309000,3.06,50.78125,6093.75
1782421423070309000,3.0700000000000003,50.78125,6093.75
1782421423080309000,3.08,50.78125,6093.75
1782421423090309000,3.09,50.78125,6093.75
1782421423100309000,3.1,50.78125,6093.75
1782421423110309000,3.11,50.78125,6093.75
1782421423120309000,3.12,50.78125,6093.75
1782421423130309000,3.13,50.78125,6093.75
1782421423140309000,3.14,50.78125,6093.75
1782421423150309000,3.15,50.78125,6093.75
1782421423160309000,3.16,50.78125,6093.75
1782421423170309000,3.17,50.78125,6093.75
1782421423180309000,3.18,50.78125,6093.75
1782421423190309000,3.19,50.78125,6093.75
1782421423200309000,3.2,50.78125,6093.75
1782421423210309000,3.21,50.78125,6093.75
1782421423220309000,3.22,50.78125,6093.75
1782421423230309000,3.23,50.78125,6093.75
1782421423240309000,3.24,50.78125,6093.75
1782421423250309000,3.25,50.78125,6093.75
1782421423260309000,3.26,50.78125,6093.75
1782421423270309000,3.27,50.78125,6093.75
1782421423280309000,3.28,50.78125,6093.75
1782421423290309000,3.29,50.78125,6093.75
1782421423300309000,3.3000000000000003,50.78125,6093.75
1782421423310309000,3.31,50.78125,6093.75
1782421423320309000,3.3200000000000003,50.78125,6093.75
1782421423330309000,3.33,50.78125,6093.75
1782421423340309000,3.34,50.78125,6093.75
1782421423350309000,3.35,50.78125,6093.75
1782421423360309000,3.36,50.78125,6093.75
1782421423370309000,3.37,50.78125,6093.75
1782421423380309000,3.38,50.78125,6093.75
1782421423390309000,3.39,50.78125,6093.75
1782421423400309000,3.4,50.78125,6093.75
1782421423410309000,3.41,50.78125,6093.75
1782421423420309000,3.42,50.78125,6093.75
1782421423430309000,3.43,50.78125,6093.75
1782421423440309000,3.44,50.78125,6093.75
1782421423450309000,3.45,50.78125,6093.75
1782421423460309000,3.46,50.78125,6093.75
1782421423470309000,3.47,50.78125,6093.75
1782421423480309000,3.48,50.78125,6093.75
1782421423490309000,3.49,50.78125,6093.75
1782421423500309000,3.5,50.78125,6093.75
1782421423510309000,3.51,50.78125,6093.75
1782421423520309000,3.52,50.78125,6093.75
1782421423530309000,3.53,50.78125,6093.75
1782421423540309000,3.54,50.78125,6093.75
1782421423550309000,3.5500000000000003,50.78125,6093.75
1782421423560309000,3.56,50.78125,6093.75
1782421423570309000,3.5700000000000003,50.78125,6093.75
1782421423580309000,3.58,50.78125,6093.75
1782421423590309000,3.59,50.78125,6093.75
1782421423600309000,3.6,50.78125,6093.75
1782421423610309000,3.61,50.78125,6093.75
1782421423620309000,3.62,50.78125,6093.75
1782421423630309000,3.63,50.78125,6093.75
1782421423640309000,3.64,50.78125,6093.75
1782421423650309000,3.65,50.78125,6093.75
1782421423660309000,3.66,50.78125,6093.75
1782421423670309000,3.67,50.78125,6093.75
1782421423680309000,3.68,50.78125,6093.75
1782421423690309000,3.69,50.78125,6093.75
1782421423700309000,3.7,50.78125,6093.75
1782421423710309000,3.71,50.78125,6093.75
1782421423720309000,3.72,50.78125,6093.75
1782421423730309000,3.73,50.78125,6093.75
1782421423740309000,3.74,50.78125,6093.75
1782421423750309000,3.75,50.78125,6093.75
1782421423760309000,3.76,50.78125,6093.75
1782421423770309000,3.77,50.78125,6093.75
1782421423780309000,3.78,50.78125,6093.75
1782421423790309000,3.79,50.78125,6093.75
1782421423800309000,3.8,50.78125,6093.75
1782421423810309000,3.81,50.78125,6093.75
1782421423820309000,3.82,50.78125,6093.75
1782421423830309000,3.83,50.78125,6093.75
1782421423840309000,3.84,50.78125,6093.75
1782421423850309000,3.85,50.78125,6093.75
1782421423860309000,3.86,50.78125,6093.75
1782421423870309000,3.87,50.78125,6093.75
1782421423880309000,3.88,50.78125,6093.75
1782421423890309000,3.89,50.78125,6093.75
1782421423900309000,3.9,50.78125,6093.75
1782421423910309000,3.91,50.78125,6093.75
1782421423920309000,3.92,50.78125,6093.75
1782421423930309000,3.93,50.78125,6093.75
1782421423940309000,3.94,50.78125,6093.75
1782421423950309000,3.95,50.78125,6093.75
1782421423960309000,3.96,50.78125,6093.75
1782421423970309000,3.97,50.78125,6093.75
1782421423980309000,3.98,50.67726442498386,6081.271730998063
1782421423990309000,3.99,50.37274750142853,6044.729700171423
1782421424000309000,4.0,50.06823057787321,6008.187669344786
1782421424010309000,4.01,49.7637136543179,5971.645638518147
1782421424020309000,4.0200000000000005,49.45919673076255,5935.103607691506
1782421424030309000,4.03,49.15467980720723,5898.561576864868
1782421424040309000,4.04,48.85016288365192,5862.01954603823
1782421424050309000,4.05,48.5456459600966,5825.477515211592
1782421424060309000,4.0600000000000005,48.24112903654125,5788.9354843849505
1782421424070309000,4.07,47.93661211298594,5752.393453558313
1782421424080309000,4.08,47.63209518943062,5715.851422731675
1782421424090309000,4.09,47.3275782658753,5679.309391905036
1782421424100308999,4.1,47.023061342319984,5642.767361078399
1782421424110309000,4.11,46.875,5625.0
1782421424120309000,4.12,46.875,5625.0
1782421424130309000,4.13,46.875,5625.0
1782421424140308999,4.14,46.875,5625.0
1782421424150309000,4.15,46.875,5625.0
1782421424160309000,4.16,46.875,5625.0
1782421424170309000,4.17,46.875,5625.0
1782421424180308999,4.18,46.875,5625.0
1782421424190309000,4.19,46.875,5625.0
1782421424200309000,4.2,46.875,5625.0
1782421424210309000,4.21,46.875,5625.0
1782421424220308999,4.22,46.875,5625.0
1782421424230309000,4.23,46.875,5625.0
1782421424240309000,4.24,46.66607441254544,5599.928929505453
1782421424250309000,4.25,46.36155748899012,5563.386898678815
1782421424260309000,4.26,46.05704056543481,5526.844867852177
1782421424270309000,4.2700000000000005,45.75252364187946,5490.302837025535
1782421424280309000,4.28,45.448006718324145,5453.760806198898
1782421424290309000,4.29,45.14348979476883,5417.218775372259
1782421424300309000,4.3,44.838972871213514,5380.676744545622
1782421424310309000,4.3100000000000005,44.53445594765817,5344.1347137189805
1782421424320309000,4.32,44.229939024102855,5307.592682892342
1782421424330309000,4.33,43.925422100547536,5271.0506520657045
1782421424340309000,4.34,43.62090517699222,5234.508621239066
1782421424350309000,4.3500000000000005,43.31638825343688,5197.966590412425
1782421424360309000,4.36,43.01187132988156,5161.4245595857865
1782421424370309000,4.37,42.96875,5156.25
1782421424380309000,4.38,42.96875,5156.25
1782421424390309000,4.39,42.96875,5156.25
1782421424400309000,4.4,42.96875,5156.25
1782421424410309000,4.41,42.96875,5156.25
1782421424420309000,4.42,42.96875,5156.25
1782421424430309000,4.43,42.96875,5156.25
1782421424440309000,4.44,42.96875,5156.25
1782421424450309000,4.45,42.96875,5156.25
1782421424460309000,4.46,42.96875,5156.25
1782421424470309000,4.47,42.96875,5156.25
1782421424480309000,4.48,42.96875,5156.25
1782421424490309000,4.49,42.97809867633721,5157.371841160466
1782421424500309000,4.5,43.28261559989253,5193.913871987103
1782421424510309000,4.51,43.58713252344785,5230.455902813742
1782421424520309000,4.5200000000000005,43.89164944700319,5266.997933640383
1782421424530309000,4.53,44.19616637055851,5303.539964467021
1782421424540309000,4.54,44.50068329411383,5340.081995293659
1782421424550309000,4.55,44.80520021766914,5376.624026120297
1782421424560309000,4.5600000000000005,45.109717141224486,5413.166056946939
1782421424570309000,4.57,45.414234064779805,5449.708087773576
1782421424580309000,4.58,45.71875098833512,5486.250118600215
1782421424590309000,4.59,46.023267911890436,5522.792149426852
1782421424600309000,4.6000000000000005,46.32778483544578,5559.334180253493
1782421424610309000,4.61,46.632301759001095,5595.876211080132
1782421424620309000,4.62,46.875,5625.0
1782421424630309000,4.63,46.875,5625.0
1782421424640309000,4.64,46.875,5625.0
1782421424650309000,4.65,46.875,5625.0
1782421424660309000,4.66,46.875,5625.0
1782421424670309000,4.67,46.875,5625.0
1782421424680309000,4.68,46.875,5625.0
1782421424690309000,4.69,46.875,5625.0
1782421424700309000,4.7,46.875,5625.0
1782421424710309000,4.71,46.875,5625.0
1782421424720309000,4.72,46.875,5625.0
1782421424730309000,4.73,46.875,5625.0
1782421424740309000,4.74,46.875,5625.0
1782421424750309000,4.75,46.875,5625.0
1782421424760309000,4.76,46.875,5625.0
1782421424770309000,4.7700000000000005,46.875,5625.0
1782421424780309000,4.78,46.875,5625.0
1782421424790309000,4.79,46.875,5625.0
1782421424800309000,4.8,46.875,5625.0
1782421424810309000,4.8100000000000005,46.875,5625.0
1782421424820309000,4.82,46.875,5625.0
1782421424830309000,4.83,46.875,5625.0
1782421424840309000,4.84,46.875,5625.0
1782421424850309000,4.8500000000000005,46.875,5625.0
1782421424860309000,4.86,46.875,5625.0
1782421424870309000,4.87,46.875,5625.0
1782421424880309000,4.88,46.875,5625.0
1782421424890309000,4.89,46.875,5625.0
1782421424900309000,4.9,46.875,5625.0
1782421424910309000,4.91,46.875,5625.0
1782421424920309000,4.92,46.875,5625.0
1782421424930309000,4.93,46.875,5625.0
1782421424940309000,4.94,46.875,5625.0
1782421424950309000,4.95,46.875,5625.0
1782421424960309000,4.96,46.875,5625.0
1782421424970309000,4.97,46.875,5625.0
1782421424980309000,4.98,46.875,5625.0
1782421424990309000,4.99,46.875,5625.0
1782421425000309000,5.0,46.875,5625.0
1782421425010309000,5.01,46.875,5625.0
1782421425020309000,5.0200000000000005,46.875,5625.0
1782421425030309000,5.03,46.875,5625.0
1782421425040309000,5.04,46.875,5625.0
1782421425050309000,5.05,46.875,5625.0
1782421425060309000,5.0600000000000005,46.875,5625.0
1782421425070309000,5.07,46.875,5625.0
1782421425080309000,5.08,46.875,5625.0
1782421425090309000,5.09,46.875,5625.0
1782421425100309000,5.1000000000000005,46.875,5625.0
1782421425110309000,5.11,46.875,5625.0
1782421425120309000,5.12,46.875,5625.0
1782421425130309000,5.13,46.875,5625.0
1782421425140309000,5.14,46.875,5625.0
1782421425150309000,5.15,46.875,5625.0
1782421425160309000,5.16,46.875,5625.0
1782421425170309000,5.17,46.875,5625.0
1782421425180309000,5.18,46.875,5625.0
1782421425190309000,5.19,46.875,5625.0
1782421425200309000,5.2,46.875,5625.0
1782421425210309000,5.21,46.875,5625.0
1782421425220309000,5.22,46.875,5625.0
1782421425230309000,5.23,46.875,5625.0
1782421425240309000,5.24,46.875,5625.0
1782421425250309000,5.25,46.875,5625.0
1782421425260309000,5.26,46.875,5625.0
1782421425270309000,5.2700000000000005,46.875,5625.0
1782421425280309000,5.28,46.875,5625.0
1782421425290309000,5.29,46.875,5625.0
1782421425300309000,5.3,46.875,5625.0
1782421425310309000,5.3100000000000005,46.875,5625.0
1782421425320309000,5.32,46.875,5625.0
1782421425330309000,5.33,46.875,5625.0
1782421425340309000,5.34,46.875,5625.0
1782421425350309000,5.3500000000000005,46.875,5625.0
1782421425360309000,5.36,46.875,5625.0
1782421425370309000,5.37,46.875,5625.0
1782421425380309000,5.38,46.875,5625.0
1782421425390309000,5.39,46.73075640736825,5607.69076888419
1782421425400309000,5.4,46.12172256025756,5534.606707230907
1782421425410309000,5.41,45.51268871314693,5461.522645577631
1782421425420309000,5.42,44.90365486603629,5388.438583924355
1782421425430309000,5.43,44.29462101892566,5315.354522271079
1782421425440309000,5.44,43.68558717181497,5242.270460617797
1782421425450309000,5.45,43.076553324704335,5169.186398964521
1782421425460309000,5.46,42.467519477593704,5096.102337311245
1782421425470309000,5.47,41.85848563048307,5023.018275657968
1782421425480309000,5.48,41.24945178337238,4949.934214004686
1782421425490309000,5.49,40.64041793626175,4876.85015235141
1782421425500309000,5.5,40.03138408915111,4803.766090698134
1782421425510309000,5.51,39.42235024204048,4730.682029044858
1782421425520309000,5.5200000000000005,39.0625,4687.5
1782421425530309000,5.53,39.0625,4687.5
1782421425540309000,5.54,39.0625,4687.5
1782421425550309000,5.55,39.0625,4687.5
1782421425560309000,5.5600000000000005,39.0625,4687.5
1782421425570309000,5.57,39.0625,4687.5
1782421425580309000,5.58,39.0625,4687.5
1782421425590309000,5.59,39.0625,4687.5
1782421425600309000,5.6000000000000005,39.0625,4687.5
1782421425610309000,5.61,39.0625,4687.5
1782421425620309000,5.62,39.0625,4687.5
1782421425630309000,5.63,39.0625,4687.5
1782421425640309000,5.64,39.0625,4687.5
1782421425650309000,5.65,38.70837638249143,4645.005165898971
1782421425660309000,5.66,38.09934253538086,4571.921104245704
1782421425670309000,5.67,37.4903086882703,4498.837042592435
1782421425680309000,5.68,36.88127484115973,4425.752980939167
1782421425690309000,5.69,36.272240994049106,4352.668919285893
1782421425700309000,5.7,35.66320714693854,4279.584857632625
1782421425710309000,5.71,35.05417329982797,4206.500795979357
1782421425720309000,5.72,34.445139452717406,4133.416734326089
1782421425730309000,5.73,33.83610560560679,4060.3326726728146
1782421425740309000,5.74,33.22707175849622,3987.2486110195464
1782421425750309000,5.75,32.618037911385656,3914.1645493662786
1782421425760309000,5.76,32.00900406427509,3841.0804877130104
1782421425770309000,5.7700000000000005,31.39997021716447,3767.996426059736
1782421425780309000,5.78,31.25,3750.0
1782421425790309000,5.79,31.25,3750.0
1782421425800309000,5.8,31.25,3750.0
1782421425810309000,5.8100000000000005,31.25,3750.0
1782421425820309000,5.82,31.25,3750.0
1782421425830309000,5.83,31.25,3750.0
1782421425840309000,5.84,31.25,3750.0
1782421425850309000,5.8500000000000005,31.25,3750.0
1782421425860309000,5.86,31.25,3750.0
1782421425870309000,5.87,31.25,3750.0
1782421425880309000,5.88,31.25,3750.0
1782421425890309000,5.89,31.25,3750.0
1782421425900309000,5.9,31.25,3750.0
1782421425910309000,5.91,31.25,3750.0
1782421425920309000,5.92,31.25,3750.0
1782421425930309000,5.93,31.25,3750.0
1782421425940309000,5.94,31.25,3750.0
1782421425950309000,5.95,31.25,3750.0
1782421425960309000,5.96,31.25,3750.0
