t,seconds_elapsed,E,N,lat,lon,speed,heading_deg,yaw_rate
1782421420260309000,0.26,-0.06531037831584542,-0.5381991196327321,38.64867191022875,-90.13548473985043,1.51152720768286,-155.83896937025955,-0.11955828682562718
1782421420270309000,0.27,-0.11817997980992322,-0.5619892796402757,38.648671696278704,-90.13548534865163,1.5239158121729648,-155.7075842581918,-0.04272837730600378
1782421420280309000,0.28,-0.17090567146210056,-0.5858603963964741,38.648671481600594,-90.13548595579569,1.5363044166630695,-155.57588135744894,-0.0020317653656641652
1782421420290309000,0.29,-0.22348751275582962,-0.6098123562356546,38.64867126619544,-90.13548656128329,1.5486930211531742,-155.44386049985624,0.06950004083797681
1782421420300309000,0.3,-0.2759255631745626,-0.6338450454921435,38.64867105006427,-90.13548716511512,1.5610816256432787,-155.3115215271571,0.07298820064504596
1782421420310309000,0.31,-0.32821988220175163,-0.6579583505002681,38.648670833208115,-90.13548776729186,1.5734702301333834,-155.17886429112764,0.10983564674376603
1782421420320309000,0.32,-0.3803705293208486,-0.6821521575943549,38.64867061562798,-90.13548836781419,1.585858834623488,-155.04588865368993,0.06524454126463772
1782421420330309000,0.33,-0.4323775640153052,-0.7064263531087307,38.64867039732489,-90.13548896668281,1.5982474391135928,-154.9125944870261,-0.007607028263521241
1782421420340309000,0.34,-0.48424104576857424,-0.7307808233777227,38.64867017829988,-90.1354895638984,1.6106360436036975,-154.7789816736932,-0.0795876716722679
1782421420350309000,0.35000000000000003,-0.5359610340641078,-0.7552154547356573,38.64866995855396,-90.13549015946164,1.623024648093802,-154.64505010673662,-0.12472377975561288
1782421420360309000,0.36,-0.5875375883853571,-0.7797301335168614,38.64866973808816,-90.13549075337322,1.6354132525839067,-154.510799689806,-0.1844705886526668
1782421420370309000,0.37,-0.6389707682157753,-0.8043247460556617,38.648669516903496,-90.13549134563381,1.6478018570740114,-154.37623033726868,-0.21397229261833078
1782421420380309000,0.38,-0.6902606330388146,-0.8289991786863854,38.64866929500099,-90.13549193624411,1.660190461564116,-154.2413419743255,-0.17992922655559507
1782421420390309000,0.39,-0.7414072423379253,-0.8537533177433588,38.64866907238167,-90.13549252520481,1.6725790660542206,-154.10613453712634,-0.13688936589718684
1782421420400309000,0.4,-0.7924106555965619,-0.8785870495609095,38.64866884904655,-90.13549311251658,1.6849676705443253,-153.97060797288464,-0.09013966342056365
1782421420410309000,0.41000000000000003,-0.8432709322981747,-0.9035002604733635,38.64866862499667,-90.13549369818011,1.69735627503443,-153.83476223999233,-0.011820315447498822
